Tax Year,Credit Type,Place of Residence,County,Notes,"Number of Claims, Total","Credit Amount Claimed, Total ($000)","Average Credit, Total","Number of Claims, One Qualifying Person","Credit Amount Claimed, One Qualifying Person ($000)","Average Credit, One Qualifying Person","Number of Claims, Two or More Qualifying Persons","Credit Amount Claimed, Two or More Qualifying Persons ($000)","Average Credit, Two or More Qualifying Persons","Number of Claims, Two Qualifying Persons","Credit Amount Claimed, Two Qualifying Persons ($000)","Average Credit, Two Qualifying Persons","Number of Claims, Three or More Qualifying Persons","Credit Amount Claimed, Three or More Qualifying Persons ($000)","Average Credit, Three or More Qualifying Persons","Number of Claims, Single Filing Status","Credit Amount Claimed, Single Filing Status ($000)","Average Credit, Single Filing Status","Number of Claims, MFJ & QW Filing Status *","Credit Amount Claimed, MFJ & QW Filing Status ($000) *","Average Credit, MFJ & QW Filing Status *","Number of Claims, Head of Household Filing Status","Credit Amount Claimed, Head of Household Filing Status ($000)","Average Credit, Head of Household Filing Status",Place of Residence Sort Order
2006,NYS CDCC,Chemung,Chemung,,1413,434.209,307.296,939,257.335,274.052,474,176.874,373.152,,,,,,,36,19.933,553.694,920,147.117,159.91,457,267.159,584.593,13
2006,NYS CDCC,Chenango,Chenango,,869,274.825,316.254,552,160.389,290.56,317,114.436,360.997,,,,,,,24,11.053,460.542,593,127.953,215.772,252,135.819,538.964,14
2006,NYS CDCC,Clinton,Clinton,,1486,423.766,285.172,975,269.162,276.064,511,154.604,302.552,,,,,,,28,14.387,513.821,1047,183.271,175.044,411,226.108,550.141,15
2006,NYS CDCC,Columbia,Columbia,,973,285.252,293.168,693,192.634,277.971,280,92.618,330.779,,,,,,,13,9.027,694.385,668,108.565,162.522,292,167.66,574.178,16
2006,NYS CDCC,Cortland,Cortland,,1008,342.694,339.974,673,208.018,309.091,335,134.676,402.018,,,,,,,24,17.234,718.083,672,129.035,192.016,312,196.425,629.567,17
2006,NYS CDCC,Delaware,Delaware,,599,212.058,354.02,388,123.038,317.108,211,89.02,421.896,,,,,,,17,11.194,658.471,416,99.585,239.387,166,101.279,610.114,18
2006,NYS CDCC,Dutchess,Dutchess,,6886,2344.703,340.503,4622,1414.527,306.042,2264,930.176,410.855,,,,,,,105,70.694,673.276,4371,670.554,153.41,2410,1603.455,665.334,19
2006,NYS CDCC,Erie,Erie,,20754,8471.628,408.193,13000,4469.743,343.826,7754,4001.885,516.106,,,,,,,409,229.194,560.377,11223,1774.438,158.107,9122,6467.996,709.055,20
2006,NYS CDCC,Essex,Essex,d/,533,172.568,323.767,356,110,308.989,177,62.568,353.492,,,,,,,,,500.86,374,78.315,209.398,,,597.02,21
2006,NYS CDCC,Franklin,Franklin,,784,302.917,386.374,489,167.554,342.646,295,135.363,458.858,,,,,,,16,9.747,609.188,483,120.439,249.356,285,172.731,606.074,22
2006,NYS CDCC,Fulton,Fulton,,894,344.295,385.117,624,207.235,332.107,270,137.06,507.63,,,,,,,29,13.188,454.759,497,112.127,225.608,368,218.98,595.054,23
2006,NYS CDCC,Genesee,Genesee,,927,266.306,287.277,622,164.291,264.133,305,102.015,334.475,,,,,,,36,15.374,427.056,637,108.315,170.039,254,142.617,561.484,24
2006,NYS CDCC,Greene,Greene,,502,147.645,294.114,379,102.325,269.987,123,45.32,368.455,,,,,,,12,6.64,553.333,350,51.043,145.837,140,89.962,642.586,25
2006,NYS CDCC,Hamilton,Hamilton,d/,29,11.49,396.207,18,7.148,397.111,11,4.342,394.727,,,,,,,,,1848,21,5.324,253.524,,,616.86,26
2006,NYS CDCC,Herkimer,Herkimer,,880,340.072,386.445,585,204.505,349.581,295,135.567,459.549,,,,,,,26,14.084,541.692,555,133.134,239.881,299,192.854,644.997,27
2006,NYS CDCC,Jefferson,Jefferson,,1667,519.171,311.44,1139,322.398,283.054,528,196.773,372.676,,,,,,,27,14.045,520.185,1157,267.856,231.509,483,237.27,491.242,28
2006,NYS CDCC,Lewis,Lewis,d/,308,92.07,298.929,193,51.187,265.218,115,40.883,355.504,,,,,,,,,607.2,239,49.377,206.598,,,620.69,29
2006,NYS CDCC,Livingston,Livingston,,925,247.596,267.671,604,146.152,241.974,321,101.444,316.025,,,,,,,25,17.006,680.24,672,111.993,166.656,228,118.597,520.162,30
2006,NYS CDCC,Madison,Madison,,1133,365.76,322.824,713,203.537,285.466,420,162.223,386.245,,,,,,,29,19.445,670.517,806,154.398,191.561,298,191.917,644.017,31
2006,NYS CDCC,Monroe,Monroe,,16274,6578.122,404.211,10052,3634.542,361.574,6222,2943.58,473.092,,,,,,,432,265.068,613.583,8991,1370.096,152.385,6851,4942.958,721.494,32
2006,NYS CDCC,Montgomery,Montgomery,,849,387.582,456.516,586,251.046,428.406,263,136.536,519.148,,,,,,,19,10.755,566.053,442,106.678,241.353,388,270.149,696.26,33
2006,NYS CDCC,Nassau,Nassau,,38997,17567.73,450.489,25242,10160.806,402.536,13755,7406.924,538.49,,,,,,,1324,1332.133,1006.143,22081,4287.106,194.154,15591,11948.176,766.351,34
2006,NYS CDCC,Niagara,Niagara,,4257,1470.744,345.488,2812,860.031,305.843,1445,610.713,422.639,,,,,,,113,59.895,530.044,2566,414.617,161.581,1578,996.232,631.326,35
2006,NYS CDCC,Oneida,Oneida,,3767,1676.654,445.09,2518,951.17,377.748,1249,725.484,580.852,,,,,,,96,55.855,581.823,2126,513.82,241.684,1545,1106.979,716.491,36
2006,NYS CDCC,Onondaga,Onondaga,,10880,4667.933,429.038,6764,2418.213,357.512,4116,2249.72,546.579,,,,,,,517,331.057,640.342,5884,983.795,167.198,4479,3353.081,748.623,37
2006,NYS CDCC,Ontario,Ontario,,1975,575.785,291.537,1219,349.946,287.076,756,225.839,298.729,,,,,,,37,20.489,553.757,1411,254.74,180.539,527,300.556,570.315,38
2006,NYS CDCC,Orange,Orange,,10439,5239.226,501.89,6801,2725.591,400.763,3638,2513.635,690.939,,,,,,,228,167.624,735.193,5464,1169.992,214.127,4747,3901.61,821.911,39
2006,NYS CDCC,Orleans,Orleans,,502,180.316,359.195,332,101.586,305.982,170,78.73,463.118,,,,,,,24,17.587,732.792,298,55.538,186.369,180,107.191,595.506,40
2006,NYS CDCC,Oswego,Oswego,,1633,558.403,341.949,1084,326.381,301.089,549,232.022,422.627,,,,,,,49,24.08,491.429,1080,212.644,196.893,504,321.679,638.252,41
2006,NYS CDCC,Otsego,Otsego,,977,284.754,291.458,637,170.933,268.341,340,113.821,334.768,,,,,,,15,5.58,372,690,150.766,218.501,272,128.408,472.088,42
2006,NYS CDCC,Putnam,Putnam,,2611,592.54,226.94,1635,346.466,211.906,976,246.074,252.125,,,,,,,20,13.78,689,2024,292.07,144.303,567,286.69,505.626,43
2006,NYS CDCC,Rensselaer,Rensselaer,,4099,1524.881,372.013,2750,914.283,332.467,1349,610.598,452.63,,,,,,,101,54.125,535.891,2328,347.196,149.139,1669,1123.525,673.173,44
2006,NYS CDCC,Rockland,Rockland,,8579,3551.958,414.029,5231,1917.531,366.571,3348,1634.427,488.18,,,,,,,128,91.968,718.5,5330,1202.411,225.593,3121,2257.579,723.351,45
2006,NYS CDCC,St. Lawrence,St. Lawrence,,1202,374.769,311.788,717,199.901,278.802,485,174.868,360.553,,,,,,,22,10.693,486.045,832,170.629,205.083,348,193.447,555.882,46
2006,NYS CDCC,Saratoga,Saratoga,,4698,1136.131,241.833,2934,700.709,238.824,1764,435.422,246.838,,,,,,,52,29.124,560.077,3570,521.82,146.168,1076,585.187,543.854,47
2006,NYS CDCC,Schenectady,Schenectady,,3678,1579.312,429.394,2397,873.933,364.594,1281,705.379,550.647,,,,,,,82,50.041,610.256,1952,363.05,185.989,1644,1166.221,709.38,48
2006,NYS CDCC,Schoharie,Schoharie,d/,439,131.88,300.41,300,89.91,299.7,139,41.97,301.942,,,,,,,,,462.5,314,66.556,211.962,,,523.57,49
2006,NYS CDCC,Schuyler,Schuyler,d/,289,91.404,316.277,191,61.139,320.099,98,30.265,308.827,,,,,,,,,691.8,188,38.197,203.176,,,518.21,50
2006,NYS CDCC,Seneca,Seneca,,522,205.015,392.749,341,117.017,343.158,181,87.998,486.177,,,,,,,17,13.079,769.353,325,72.622,223.452,180,119.314,662.856,51
2006,NYS CDCC,Steuben,Steuben,,1771,563.315,318.077,1091,307.363,281.726,680,255.952,376.4,,,,,,,63,38.174,605.937,1221,260.743,213.549,487,264.398,542.912,52
2006,NYS CDCC,Suffolk,Suffolk,,40660,18753.89,461.237,26830,10737.363,400.2,13830,8016.527,579.648,,,,,,,1174,1095.013,932.72,23373,4488.736,192.048,16112,13169.878,817.396,53
2006,NYS CDCC,Sullivan,Sullivan,,1569,731.266,466.071,1034,414.822,401.182,535,316.444,591.484,,,,,,,36,27.161,754.472,801,173.614,216.747,732,530.491,724.714,54
2006,NYS CDCC,Tioga,Tioga,,926,237.3,256.263,582,137.511,236.273,344,99.789,290.084,,,,,,,12,7.967,663.917,688,123.54,179.564,226,105.793,468.111,55
2006,NYS CDCC,Tompkins,Tompkins,,1999,505.916,253.085,1265,311.453,246.208,734,194.463,264.936,,,,,,,41,21.788,531.415,1427,236.059,165.423,531,248.069,467.173,56
2006,NYS CDCC,Ulster,Ulster,,3322,1264.967,380.785,2310,756.962,327.689,1012,508.005,501.981,,,,,,,44,26.889,611.114,2027,389.494,192.153,1251,848.584,678.325,57
2006,NYS CDCC,Warren,Warren,,1073,338.265,315.252,727,226.452,311.488,346,111.813,323.159,,,,,,,22,12.206,554.818,708,127.537,180.137,343,198.522,578.781,58
2006,NYS CDCC,Washington,Washington,,825,277.851,336.789,548,169.426,309.172,277,108.425,391.426,,,,,,,20,12.594,629.7,536,111.133,207.338,269,154.124,572.952,59
2006,NYS CDCC,Wayne,Wayne,,1824,584.994,320.72,1142,328.717,287.843,682,256.277,375.773,,,,,,,50,38.903,778.06,1236,211.364,171.006,538,334.727,622.169,60
2006,NYS CDCC,Westchester,Westchester,,30047,15046.828,500.776,18750,8404.313,448.23,11297,6642.515,587.989,,,,,,,507,422.008,832.363,14842,2755.272,185.64,14698,11869.548,807.562,61
2006,NYS CDCC,Wyoming,Wyoming,,586,141.144,240.86,376,81.743,217.402,210,59.401,282.862,,,,,,,15,6.684,445.6,444,79.926,180.014,127,54.534,429.402,62
2006,NYS CDCC,Yates,Yates,d/,286,101.854,356.133,175,55.953,319.731,111,45.901,413.523,,,,,,,,,842.12,193,43.42,224.974,,,608.2,63
2006,NYS CDCC,NYS Unclassified +,All,,1391,261.685,188.127,873,149.508,171.258,518,112.177,216.558,,,,,,,18,4.184,232.444,888,95.97,108.074,483,160.721,332.756,65
2006,NYS CDCC,All Other +,Not Applicable,,46851,6035,129,27106,3326.249,122.713,19745,2709.005,137.2,,,,,,,352,97,276,37521,3073,81.912,8978,2865,319.066,66
2006,NYS CDCC,Total Full-Year Residents,All,,559037,345769.644,618.509,376933,199375.004,528.94,182104,146394.64,803.907,,,,,,,19826,17942.877,905.018,215590,52093.199,241.631,323613,275729.317,852.034,67
2006,NYS CDCC,Total Part-Year Residents,Not Applicable,,8268,1399.334,169.247,5578,869.998,155.97,2690,529.336,196.779,,,,,,,127,27.06,213.071,5053,553.742,109.587,3088,818.532,265.069,68
2006,NYS CDCC,Total Full-Year Nonresidents,Not Applicable,,43378,5168.134,119.142,24693,2817.362,114.096,18685,2350.772,125.811,,,,,,,290,74.764,257.807,35732,2824.343,79.042,7356,2269.027,308.459,69
2006,NYS CDCC,Grand Total,Grand Total,,610683,352337.112,576.956,407204,203062.364,498.675,203479,149274.748,733.613,,,,,,,20243,18044.701,891.404,256375,55471.284,216.368,334057,278816.876,834.639,70
2005,NYS CDCC,New York City - Manhattan,Manhattan,,52649,41011.48,779,36251,23553.138,650,16398,17458.342,1065,,,,,,,2986,2960.473,991,12802,3844.082,300,36849,34195.64,928,1
2005,NYS CDCC,New York City - Bronx,Bronx,,74513,68813.27,924,50959,37646.791,739,23554,31166.479,1323,,,,,,,4392,4382.292,998,7901,3865.141,489,62204,60546.684,973,2
2005,NYS CDCC,New York City - Richmond,Richmond,,12087,6870.393,568,7999,3572.027,447,4088,3298.367,807,,,,,,,226,195.648,866,5300,1171.236,221,6558,5501.25,839,3
2005,NYS CDCC,New York City - Kings,Kings,,91735,72709.341,793,64923,42455.909,654,26812,30253.432,1128,,,,,,,2461,2256.96,917,20593,8777.92,426,68667,61660.389,898,4
2005,NYS CDCC,New York City - Queens,Queens,,59339,41932.871,707,41927,24946.516,595,17412,16986.355,976,,,,,,,1247,1128.246,905,19195,7299.488,380,38891,33499.762,861,5
2005,NYS CDCC,"Total, New York City","Total, New York City",,290323,231337,797,202059,132174.381,654,88264,99162.975,1123,,,,,,,11312,10924,966,65791,24957.867,379,213169,195403.725,917,6
2005,NYS CDCC,Albany,Albany,,7670,3221.364,420,5069,1931.055,381,2601,1290.309,496,,,,,,,146,85.615,586,4185,656.91,157,3339,2478.839,742,7
2005,NYS CDCC,Allegany,Allegany,,480,136.296,284,300,73.311,244,180,62.985,350,,,,,,,17,7.56,445,355,72.529,204,108,56.207,520,8
2005,NYS CDCC,Broome,Broome,,3201,1065.384,333,2083,628.817,302,1118,436.567,390,,,,,,,70,42.873,612,2057,405.383,197,1074,617.128,575,9
2005,NYS CDCC,Cattaraugus,Cattaraugus,,1186,402.552,339,784,230.187,294,402,172.365,429,,,,,,,35,18.109,517,770,180.299,234,381,204.144,536,10
2005,NYS CDCC,Cayuga,Cayuga,,1395,466.71,335,897,273.716,305,498,192.994,388,,,,,,,31,17.94,579,935,194.621,208,429,254.15,592,11
2005,NYS CDCC,Chautauqua,Chautauqua,,1611,503.998,313,1051,288.988,275,560,215.01,384,,,,,,,45,23.287,517,1057,215.547,204,508,264.09,520,12
2005,NYS CDCC,Chemung,Chemung,,1427,449.271,315,939,264.201,281,488,185.069,379,,,,,,,34,17.218,506,939,167.237,178,454,264.816,583,13
2005,NYS CDCC,Chenango,Chenango,,899,285.652,318,549,158.045,288,350,127.607,365,,,,,,,20,8.139,407,616,141.335,229,263,136.178,518,14
2005,NYS CDCC,Clinton,Clinton,,1499,437.964,292,987,262.87,266,512,175.093,342,,,,,,,23,10.977,477,1088,206.768,190,388,220.218,568,15
2005,NYS CDCC,Columbia,Columbia,,927,272.084,294,669,180.608,270,258,91.476,355,,,,,,,17,11.917,701,634,106.315,168,275,153.837,559,16
2005,NYS CDCC,Cortland,Cortland,,1005,317.783,316,670,191.592,286,335,126.192,377,,,,,,,25,14.584,583,690,129.999,188,290,173.2,597,17
2005,NYS CDCC,Delaware,Delaware,,607,233.23,384,396,132.918,336,211,100.312,475,,,,,,,15,10.245,683,410,116.296,284,182,106.69,586,18
2005,NYS CDCC,Dutchess,Dutchess,,6625,2246.165,339,4356,1311.634,301,2269,934.531,412,,,,,,,132,86.263,654,4304,699.557,163,2188,1460.225,667,19
2005,NYS CDCC,Erie,Erie,,20594,8300.623,403,13158,4449.832,338,7436,3850.792,518,,,,,,,448,245.356,548,11485,1870.021,163,8660,6184.612,714,20
2005,NYS CDCC,Essex,Essex,d/,526,177.435,337,343,104.457,305,183,72.977,399,,,,,,,,,419,378,92.631,245,,,581.8,21
2005,NYS CDCC,Franklin,Franklin,,727,272.82,375,458,153.8,336,269,119.02,442,,,,,,,14,5.805,415,466,115.112,247,245,150.769,615,22
2005,NYS CDCC,Fulton,Fulton,,875,320.586,366,610,197.468,324,265,123.118,465,,,,,,,13,8.669,667,514,117.416,228,348,194.5,559,23
2005,NYS CDCC,Genesee,Genesee,,854,229.31,269,567,139.826,247,287,89.484,312,,,,,,,25,11.235,449,604,107.934,179,224,109.118,487,24
2005,NYS CDCC,Greene,Greene,d/,498,152.944,307,363,100.11,276,135,52.834,391,,,,,,,,,557.14,342,55.15,161,,,630.16,25
2005,NYS CDCC,Hamilton,Hamilton,d/,34,11.384,335,20,6.621,331,14,4.762,340,,,,,,,,,,,,195,,,788.37,26
2005,NYS CDCC,Herkimer,Herkimer,,909,353.18,389,605,208.17,344,304,145.011,477,,,,,,,26,15.834,609,584,150.936,258,299,186.411,623,27
2005,NYS CDCC,Jefferson,Jefferson,,1596,499.137,313,1062,301.236,284,534,197.901,371,,,,,,,36,15.36,427,1078,242.906,225,482,240.872,500,28
2005,NYS CDCC,Lewis,Lewis,d/,268,76.725,286,167,36.041,216,101,40.683,403,,,,,,,,,345.8,216,42.951,199,,,681.81,29
2005,NYS CDCC,Livingston,Livingston,,953,263.866,277,611,154.927,254,342,108.94,319,,,,,,,18,8.924,496,715,132.2,185,219,122.648,560,30
2005,NYS CDCC,Madison,Madison,,1080,338.323,313,676,186.085,275,404,152.238,377,,,,,,,26,19.503,750,788,160.665,204,266,158.155,595,31
2005,NYS CDCC,Monroe,Monroe,,15855,6104.836,385,9854,3424.824,348,6001,2680.012,447,,,,,,,410,245.253,598,9086,1404.678,155,6357,4453.711,701,32
2005,NYS CDCC,Montgomery,Montgomery,,825,373.517,453,567,231.605,408,258,141.912,550,,,,,,,19,13.523,712,452,96.874,214,354,263.119,743,33
2005,NYS CDCC,Nassau,Nassau,,38023,17064.761,449,24545,9766.628,398,13478,7298.133,541,,,,,,,1060,1014.015,957,21892,4410.466,201,15067,11634.722,772,34
2005,NYS CDCC,Niagara,Niagara,,4240,1405.671,332,2809,846.096,301,1431,559.575,391,,,,,,,111,59.194,533,2603,435.322,167,1525,911.079,597,35
2005,NYS CDCC,Oneida,Oneida,,3684,1636.512,444,2480,921.014,371,1204,715.498,594,,,,,,,103,57.815,561,2107,502.934,239,1474,1075.763,730,36
2005,NYS CDCC,Onondaga,Onondaga,,10620,4437.139,418,6686,2336.39,349,3934,2100.749,534,,,,,,,408,246.876,605,5919,1008.309,170,4291,3181.062,741,37
2005,NYS CDCC,Ontario,Ontario,,1980,571.779,289,1203,332.658,277,777,239.121,308,,,,,,,31,15.661,505,1451,284.674,196,498,271.444,545,38
2005,NYS CDCC,Orange,Orange,,9783,4806.747,491,6368,2529.053,397,3415,2277.694,667,,,,,,,209,158.232,757,5303,1109.89,209,4271,3538.626,829,39
2005,NYS CDCC,Orleans,Orleans,,460,158.002,343,292,90.011,308,168,67.992,405,,,,,,,16,8.175,511,272,55.802,205,172,94.025,547,40
2005,NYS CDCC,Oswego,Oswego,,1604,520.569,325,1057,297.107,281,547,223.462,409,,,,,,,36,19.48,541,1108,222.808,201,460,278.281,605,41
2005,NYS CDCC,Otsego,Otsego,,928,300.368,324,598,177.546,297,330,122.822,372,,,,,,,17,9.136,537,656,146.176,223,255,145.056,569,42
2005,NYS CDCC,Putnam,Putnam,,2515,570.077,227,1547,328.81,213,968,241.267,249,,,,,,,18,9.47,526,1980,303.618,153,517,256.989,497,43
2005,NYS CDCC,Rensselaer,Rensselaer,,3997,1489.046,373,2674,897.925,336,1323,591.121,447,,,,,,,78,43.775,561,2328,360.021,155,1591,1085.25,682,44
2005,NYS CDCC,Rockland,Rockland,,8088,3215.606,398,4989,1747.167,350,3099,1468.44,474,,,,,,,119,84.492,710,5187,1119.885,216,2781,2010.517,723,45
2005,NYS CDCC,St. Lawrence,St. Lawrence,,1174,369.526,315,709,199.474,281,465,170.052,366,,,,,,,14,5.646,403,838,183.451,219,322,180.429,560,46
2005,NYS CDCC,Saratoga,Saratoga,,4698,1171.42,249,2963,720.616,243,1735,450.803,260,,,,,,,59,27.594,468,3521,542.649,154,1118,601.176,538,47
2005,NYS CDCC,Schenectady,Schenectady,,3503,1426.093,407,2364,844.927,357,1139,581.166,510,,,,,,,77,41.921,544,1911,356.052,186,1515,1028.12,679,48
2005,NYS CDCC,Schoharie,Schoharie,,458,142.2,310,320,85.229,266,138,56.971,413,,,,,,,10,3.349,335,323,72.845,226,125,66.006,528,49
2005,NYS CDCC,Schuyler,Schuyler,d/,275,90.056,327,175,55.618,318,100,34.438,344,,,,,,,,,592.5,184,41.477,225,,,529.68,50
2005,NYS CDCC,Seneca,Seneca,,516,181.234,351,341,103.014,302,175,78.22,447,,,,,,,11,5.272,479,342,77.785,227,163,98.176,602,51
2005,NYS CDCC,Steuben,Steuben,,1768,569.362,322,1086,310.61,286,682,258.752,379,,,,,,,54,30.025,556,1224,273.37,223,489,265.933,544,52
2005,NYS CDCC,Suffolk,Suffolk,,39242,17829.35,454,26041,10243.07,393,13201,7586.281,575,,,,,,,1003,897.506,895,22965,4533.465,197,15273,12398.14,812,53
2005,NYS CDCC,Sullivan,Sullivan,,1599,749.051,468,1087,430.729,396,512,318.322,622,,,,,,,32,20.815,650,824,191.683,233,743,536.554,722,54
2005,NYS CDCC,Tioga,Tioga,,882,235.315,267,534,128.19,240,348,107.125,308,,,,,,,15,7.578,505,649,122.79,189,218,104.947,481,55
2005,NYS CDCC,Tompkins,Tompkins,,1975,501.294,254,1235,311.846,253,740,189.447,256,,,,,,,35,15.942,455,1457,242.885,167,483,242.466,502,56
2005,NYS CDCC,Ulster,Ulster,,3366,1246.07,370,2363,757.853,321,1003,488.217,487,,,,,,,49,30.218,617,2096,420.98,201,1221,794.872,651,57
2005,NYS CDCC,Warren,Warren,,1078,337.255,313,730,203.096,278,348,134.159,386,,,,,,,23,13.681,595,739,130.005,176,316,193.569,613,58
2005,NYS CDCC,Washington,Washington,,807,270.492,335,542,167.127,308,265,103.365,390,,,,,,,18,9.528,529,534,118.822,223,254,141.402,557,59
2005,NYS CDCC,Wayne,Wayne,,1791,549.753,307,1128,324.453,288,663,225.3,340,,,,,,,58,31.957,551,1243,222.346,179,490,295.45,603,60
2005,NYS CDCC,Westchester,Westchester,,29060,14435.834,497,18114,8022.446,443,10946,6413.388,586,,,,,,,486,406.29,836,14690,2780.856,189,13880,11243.466,810,61
2005,NYS CDCC,Wyoming,Wyoming,,604,152.756,253,383,85.968,224,221,66.787,302,,,,,,,19,6.861,361,460,84.482,184,125,61.412,491,62
2005,NYS CDCC,Yates,Yates,d/,309,110.223,357,190,58.707,309,119,51.516,433,,,,,,,,,688,,,234,,,579.72,63
2005,NYS CDCC,NYS Unclassified +,All,,5460,659.008,121,2888,345.536,120,2572,313.472,122,,,,,,,33,6.16,187,4518,391.677,87,907,260.407,287,65
2005,NYS CDCC,Total Full-Year Residents,All,,540460,334999.81,620,363365,190845.512,525,177095,144154.298,814,,,,,,,17120,15164.172,886,213505,53047.515,248,309752,266711.934,861,67
2005,NYS CDCC,Total Part-Year Residents,Not Applicable,,7912,1460.474,185,5395,933.093,173,2517,527.381,210,,,,,,,98,24.363,249,5018,590.184,118,2796,845.927,303,68
2005,NYS CDCC,Total Full-Year Nonresidents,Not Applicable,,40566,5095.974,126,23547,2813.381,119,17019,2282.593,134,,,,,,,291,82.263,283,33660,2846.895,85,6615,2166.816,328,69
2005,NYS CDCC,Grand Total,Grand Total,,588938,341556.258,580,392307,194591.986,496,196631,146964.271,747,,,,,,,17509,15270.798,872,252183,56484.594,224,319163,269724.677,845,70
2004,NYS CDCC,New York City - Manhattan,Manhattan,,53986,42810.1,792.985,36656,24294.406,663,17218,18441.263,1071,,,,,,,2666,2663.764,977,12903,4029.043,312,38267,36000.032,941,1
2004,NYS CDCC,New York City - Bronx,Bronx,,73108,67627.415,925.034,49470,36668.526,741,23520,30867.917,1312,,,,,,,3453,3529.719,1005,8181,4031.093,493,61304,59905.121,977,2
2004,NYS CDCC,New York City - Richmond,Richmond,,11492,6238.008,542.813,7557,3260.354,431,3909,2965.728,759,,,,,,,156,131.846,759,5297,1171.271,221,5997,4908.365,818,3
2004,NYS CDCC,New York City - Kings,Kings,,92275,74474.821,807.096,64270,42738.386,665,27740,31534.305,1137,,,,,,,2136,2000.692,926,20587,8864.091,431,69172,63260.026,915,4
2004,NYS CDCC,New York City - Queens,Queens,,59720,42346.184,709.079,41594,24785.786,596,17966,17448.486,971,,,,,,,1205,1103.557,882,19588,7522.258,384,38704,33545.07,867,5
2004,NYS CDCC,"Total, New York City","Total, New York City",,290581,233496.528,803.551,199547,131747.458,660,90353,101257.699,1121,,,,,,,8545,9429.578,957,66556,25617.756,385,213444,197618.614,926,6
2004,NYS CDCC,Albany,Albany,,7500,3040.749,405,4950,1817.612,367,2532,1214.475,480,,,,,,,133,83.265,626,4227,668.259,158,3117,2275.706,760,7
2004,NYS CDCC,Allegany,Allegany,,489,147.445,302,291,75.598,260,197,71.465,363,,,,,,,12,5.466,456,362,79.102,219,114,62.494,548,8
2004,NYS CDCC,Broome,Broome,,3157,1020.107,323,2055,607.446,296,1095,410.55,375,,,,,,,62,31.58,509,2043,403.567,198,1044,582.689,558,9
2004,NYS CDCC,Cattaraugus,Cattaraugus,,1138,359.83,316,737,208.648,283,399,150.244,377,,,,,,,24,9.975,416,758,163.954,216,352,184.445,524,10
2004,NYS CDCC,Cayuga,Cayuga,,1416,468.068,331,924,277.161,300,490,189.938,388,,,,,,,27,15.109,460,946,205.964,218,440,245.558,558,11
2004,NYS CDCC,Chautauqua,Chautauqua,,1631,507.859,312,1073,295.652,276,555,211.532,381,,,,,,,42,20.222,481,1063,230.749,217,519,254.002,489,12
2004,NYS CDCC,Chemung,Chemung,,1412,471.695,334,918,277.417,302,490,193.352,395,,,,,,,44,23.535,535,910,175.185,193,451,270.535,600,13
2004,NYS CDCC,Chenango,Chenango,,873,273.688,314,531,149.852,282,338,122.987,364,,,,,,,12,4.372,364,625,144.621,231,231,123.161,533,14
2004,NYS CDCC,Clinton,Clinton,,1508,438.828,291,982,262.818,268,521,172.918,332,,,,,,,18,9.4,522,1087,205.71,189,398,220.626,554,15
2004,NYS CDCC,Columbia,Columbia,,944,276.858,293,673,178.446,265,269,97.138,361,,,,,,,16,8.513,532,651,112.694,173,272,153.001,563,16
2004,NYS CDCC,Cortland,Cortland,,1015,320.349,316,672,192.082,286,343,128.267,374,,,,,,,25,11.607,464,704,149.49,212,285,158.652,557,17
2004,NYS CDCC,Delaware,Delaware,,587,209.484,357,372,119.143,320,213,88.742,417,,,,,,,16,8.605,538,400,108.905,272,167,89.659,537,18
2004,NYS CDCC,Dutchess,Dutchess,,6683,2199.382,329,4403,1311.865,298,2265,879.973,389,,,,,,,122,82.417,676,4407,703.945,160,2136,1403.745,657,19
2004,NYS CDCC,Erie,Erie,,20552,8081.099,393,12771,4176.5,327,7722,3880.832,503,,,,,,,345,179.125,519,11700,1982.576,169,8419,5885.596,699,20
2004,NYS CDCC,Essex,Essex,,565,197.819,350,386,113.624,294,179,84.195,470,,,,,,,13,6.419,523,382,91.396,239,170,100.005,588,21
2004,NYS CDCC,Franklin,Franklin,,712,266.911,375,450,142.301,316,259,123.177,476,,,,,,,17,8.893,709,449,118.854,265,241,135.842,564,22
2004,NYS CDCC,Fulton,Fulton,,867,312.986,361,599,202.483,338,266,109.419,411,,,,,,,12,8.503,511,501,108.05,216,351,195.224,556,23
2004,NYS CDCC,Genesee,Genesee,,880,246.429,280,571,147.481,258,306,97.697,319,,,,,,,24,12.262,593,625,114.981,184,226,116.336,515,24
2004,NYS CDCC,Greene,Greene,d/,522,164.247,315,381,108.069,284,138,53.966,391,,,,,,,,,593.25,360,66.383,184,,,603.08,25
2004,NYS CDCC,Hamilton,Hamilton,d/,43,17.027,396,30,10.247,342,13,6.78,522,,,,,,,,,1089,29,6.884,237,,,696.46,26
2004,NYS CDCC,Herkimer,Herkimer,,910,326.803,359,586,188.22,321,322,137.256,426,,,,,,,21,11.787,461,619,157.911,255,268,155.778,581,27
2004,NYS CDCC,Jefferson,Jefferson,,1651,508.87,308,1080,292.813,271,571,216.056,378,,,,,,,26,8.836,340,1154,263.709,229,466,234.587,503,28
2004,NYS CDCC,Lewis,Lewis,d/,273,74.72,274,163,32.081,197,108,41.992,389,,,,,,,,,783.67,221,48.295,171,,,479,29
2004,NYS CDCC,Livingston,Livingston,,948,246.849,260,602,151.229,251,341,93.041,273,,,,,,,18,7.363,409,682,116.346,171,239,120.084,502,30
